DateTime,Gate,Ingress,Egress
2025-06-05 12:15:00,SOUTH GATE,160,105
2025-06-05 12:15:00,THE LIVING WORLD,197,287
2025-06-05 12:30:00,SOUTH GATE,138,130
2025-06-05 12:30:00,THE LIVING WORLD,200,174
2025-06-05 12:45:00,SOUTH GATE,108,131
2025-06-05 12:45:00,THE LIVING WORLD,236,172
2025-06-05 13:00:00,SOUTH GATE,146,179
2025-06-05 13:00:00,THE LIVING WORLD,136,161
2025-06-05 13:15:00,SOUTH GATE,104,128
2025-06-05 13:15:00,THE LIVING WORLD,144,123
2025-06-05 13:30:00,SOUTH GATE,138,104
2025-06-05 13:30:00,THE LIVING WORLD,146,291
2025-06-05 13:45:00,SOUTH GATE,149,142
2025-06-05 13:45:00,THE LIVING WORLD,175,159
2025-06-05 14:00:00,SOUTH GATE,109,171
2025-06-05 14:00:00,THE LIVING WORLD,132,245
2025-06-05 14:15:00,SOUTH GATE,106,194
2025-06-05 14:15:00,THE LIVING WORLD,151,188
2025-06-05 14:30:00,SOUTH GATE,113,154
2025-06-05 14:30:00,THE LIVING WORLD,104,239
2025-06-05 14:45:00,SOUTH GATE,47,192
2025-06-05 14:45:00,THE LIVING WORLD,116,310
2025-06-05 15:00:00,SOUTH GATE,83,226
2025-06-05 15:00:00,THE LIVING WORLD,136,148
2025-06-05 15:15:00,SOUTH GATE,38,231
2025-06-05 15:15:00,THE LIVING WORLD,91,85
2025-06-05 15:30:00,SOUTH GATE,43,212
2025-06-05 15:30:00,THE LIVING WORLD,84,168
2025-06-05 15:45:00,SOUTH GATE,30,161
2025-06-05 15:45:00,THE LIVING WORLD,57,218
2025-06-05 16:00:00,SOUTH GATE,27,179
2025-06-05 16:00:00,THE LIVING WORLD,57,189
2025-06-05 16:15:00,SOUTH GATE,7,130
2025-06-05 16:15:00,THE LIVING WORLD,56,147
2025-06-05 16:30:00,SOUTH GATE,30,257
2025-06-05 16:30:00,THE LIVING WORLD,32,200
2025-06-05 16:45:00,SOUTH GATE,14,347
2025-06-05 16:45:00,THE LIVING WORLD,11,297
2025-06-05 17:00:00,SOUTH GATE,33,302
2025-06-05 17:00:00,THE LIVING WORLD,5,313
2025-06-05 17:15:00,SOUTH GATE,7,64
2025-06-05 17:15:00,THE LIVING WORLD,2,114
2025-06-05 17:30:00,SOUTH GATE,3,14
2025-06-05 17:30:00,THE LIVING WORLD,7,46
2025-06-05 17:45:00,SOUTH GATE,0,13
2025-06-05 17:45:00,THE LIVING WORLD,2,15
2025-06-05 18:00:00,SOUTH GATE,0,4
2025-06-05 18:00:00,THE LIVING WORLD,0,4
2025-06-05 18:15:00,SOUTH GATE,0,1
2025-06-05 19:00:00,SOUTH GATE,1,1
2025-06-06 08:45:00,SOUTH GATE,47,1
2025-06-06 08:45:00,THE LIVING WORLD,68,5
2025-06-06 09:00:00,SOUTH GATE,113,3
2025-06-06 09:00:00,THE LIVING WORLD,92,5
2025-06-06 09:15:00,SOUTH GATE,73,4
2025-06-06 09:15:00,THE LIVING WORLD,131,12
2025-06-06 09:30:00,SOUTH GATE,98,2
2025-06-06 09:30:00,THE LIVING WORLD,163,19
2025-06-06 09:45:00,SOUTH GATE,97,8
2025-06-06 09:45:00,THE LIVING WORLD,297,25
2025-06-06 10:00:00,SOUTH GATE,44,8
2025-06-06 10:00:00,THE LIVING WORLD,179,29
2025-06-06 10:15:00,SOUTH GATE,93,20
2025-06-06 10:15:00,THE LIVING WORLD,61,23
2025-06-06 10:30:00,SOUTH GATE,105,20
2025-06-06 10:30:00,THE LIVING WORLD,106,18
2025-06-06 10:45:00,SOUTH GATE,39,20
2025-06-06 10:45:00,THE LIVING WORLD,137,70
2025-06-06 11:00:00,SOUTH GATE,83,63
2025-06-06 11:00:00,THE LIVING WORLD,104,66
2025-06-06 11:15:00,SOUTH GATE,43,35
2025-06-06 11:15:00,THE LIVING WORLD,87,108
2025-06-06 11:30:00,SOUTH GATE,42,36
2025-06-06 11:30:00,THE LIVING WORLD,78,263
2025-06-06 11:45:00,SOUTH GATE,46,42
2025-06-06 11:45:00,THE LIVING WORLD,87,114
2025-06-06 12:00:00,SOUTH GATE,25,33
2025-06-06 12:00:00,THE LIVING WORLD,60,147
2025-06-06 12:15:00,SOUTH GATE,59,59
2025-06-06 12:15:00,THE LIVING WORLD,101,230
2025-06-06 12:30:00,SOUTH GATE,30,32
2025-06-06 12:30:00,THE LIVING WORLD,87,90
2025-06-06 12:45:00,SOUTH GATE,26,62
2025-06-06 12:45:00,THE LIVING WORLD,172,91
2025-06-06 13:00:00,SOUTH GATE,61,58
2025-06-06 13:00:00,THE LIVING WORLD,283,145
2025-06-06 13:15:00,SOUTH GATE,48,44
2025-06-06 13:15:00,THE LIVING WORLD,100,183
2025-06-06 13:30:00,SOUTH GATE,33,36
2025-06-06 13:30:00,THE LIVING WORLD,70,60
2025-06-06 13:45:00,SOUTH GATE,48,35
2025-06-06 13:45:00,THE LIVING WORLD,67,122
2025-06-06 14:00:00,SOUTH GATE,50,60
2025-06-06 14:00:00,THE LIVING WORLD,60,116
2025-06-06 14:15:00,SOUTH GATE,55,74
2025-06-06 14:15:00,THE LIVING WORLD,126,175
2025-06-06 14:30:00,SOUTH GATE,41,60
2025-06-06 14:30:00,THE LIVING WORLD,95,127
2025-06-06 14:45:00,SOUTH GATE,56,29
2025-06-06 14:45:00,THE LIVING WORLD,71,219
2025-06-06 15:00:00,SOUTH GATE,52,50
2025-06-06 15:00:00,THE LIVING WORLD,57,295
2025-06-06 15:15:00,SOUTH GATE,60,54
2025-06-06 15:15:00,THE LIVING WORLD,107,100
2025-06-06 15:30:00,SOUTH GATE,55,62
2025-06-06 15:30:00,THE LIVING WORLD,75,80
2025-06-06 15:45:00,SOUTH GATE,37,63
2025-06-06 15:45:00,THE LIVING WORLD,65,133
2025-06-06 16:00:00,SOUTH GATE,30,62
2025-06-06 16:00:00,THE LIVING WORLD,57,110
2025-06-06 16:15:00,SOUTH GATE,25,66
2025-06-06 16:15:00,THE LIVING WORLD,68,153
2025-06-06 16:30:00,SOUTH GATE,20,49
2025-06-06 16:30:00,THE LIVING WORLD,37,91
2025-06-06 16:45:00,SOUTH GATE,11,38
2025-06-06 16:45:00,THE LIVING WORLD,23,117
2025-06-06 17:00:00,SOUTH GATE,3,115
2025-06-06 17:00:00,THE LIVING WORLD,18,109
2025-06-06 17:15:00,SOUTH GATE,14,105
2025-06-06 17:15:00,THE LIVING WORLD,25,91
2025-06-06 17:30:00,SOUTH GATE,4,78
2025-06-06 17:30:00,THE LIVING WORLD,5,138
2025-06-06 17:45:00,SOUTH GATE,4,94
2025-06-06 17:45:00,THE LIVING WORLD,14,152
2025-06-06 18:00:00,SOUTH GATE,0,26
2025-06-06 18:00:00,THE LIVING WORLD,23,103
2025-06-06 18:15:00,SOUTH GATE,0,11
2025-06-06 18:15:00,THE LIVING WORLD,5,18
2025-06-06 18:30:00,SOUTH GATE,1,4
2025-06-06 18:30:00,THE LIVING WORLD,2,14
2025-06-06 18:45:00,THE LIVING WORLD,0,3
2025-06-06 19:00:00,SOUTH GATE,0,1
2025-06-06 19:00:00,THE LIVING WORLD,0,4
2025-06-06 19:15:00,THE LIVING WORLD,2,4
2025-06-07 08:45:00,SOUTH GATE,198,10
2025-06-07 08:45:00,THE LIVING WORLD,170,15
2025-06-07 09:00:00,SOUTH GATE,205,4
2025-06-07 09:00:00,THE LIVING WORLD,244,11
2025-06-07 09:15:00,SOUTH GATE,235,15
2025-06-07 09:15:00,THE LIVING WORLD,216,33
2025-06-07 09:30:00,SOUTH GATE,233,14
2025-06-07 09:30:00,THE LIVING WORLD,249,37
2025-06-07 09:45:00,SOUTH GATE,274,23
2025-06-07 09:45:00,THE LIVING WORLD,260,50
2025-06-07 10:00:00,SOUTH GATE,253,24
2025-06-07 10:00:00,THE LIVING WORLD,260,85
2025-06-07 10:15:00,SOUTH GATE,194,40
2025-06-07 10:15:00,THE LIVING WORLD,266,69
2025-06-07 10:30:00,SOUTH GATE,251,52
2025-06-07 10:30:00,THE LIVING WORLD,254,76
2025-06-07 10:45:00,SOUTH GATE,304,69
2025-06-07 10:45:00,THE LIVING WORLD,161,111
2025-06-07 11:00:00,SOUTH GATE,290,88
2025-06-07 11:00:00,THE LIVING WORLD,205,117
2025-06-07 11:15:00,SOUTH GATE,278,232
2025-06-07 11:15:00,THE LIVING WORLD,96,234
2025-06-07 11:30:00,SOUTH GATE,267,156
2025-06-07 11:30:00,THE LIVING WORLD,189,233
2025-06-07 11:45:00,SOUTH GATE,137,184
2025-06-07 11:45:00,THE LIVING WORLD,198,207
2025-06-07 12:00:00,SOUTH GATE,109,139
2025-06-07 12:00:00,THE LIVING WORLD,157,213
2025-06-07 12:15:00,SOUTH GATE,89,141
2025-06-07 12:15:00,THE LIVING WORLD,184,257
2025-06-07 12:30:00,SOUTH GATE,109,129
2025-06-07 12:30:00,THE LIVING WORLD,104,195
2025-06-07 12:45:00,SOUTH GATE,126,178
2025-06-07 12:45:00,THE LIVING WORLD,145,171
2025-06-07 13:00:00,SOUTH GATE,141,136
2025-06-07 13:00:00,THE LIVING WORLD,174,218
2025-06-07 13:15:00,SOUTH GATE,86,191
2025-06-07 13:15:00,THE LIVING WORLD,185,217
2025-06-07 13:30:00,SOUTH GATE,99,172
2025-06-07 13:30:00,THE LIVING WORLD,155,198
2025-06-07 13:45:00,SOUTH GATE,113,175
2025-06-07 13:45:00,THE LIVING WORLD,180,195
2025-06-07 14:00:00,SOUTH GATE,114,161
2025-06-07 14:00:00,THE LIVING WORLD,157,203
2025-06-07 14:15:00,SOUTH GATE,96,159
2025-06-07 14:15:00,THE LIVING WORLD,176,189
2025-06-07 14:30:00,SOUTH GATE,86,167
2025-06-07 14:30:00,THE LIVING WORLD,125,172
2025-06-07 14:45:00,SOUTH GATE,79,170
2025-06-07 14:45:00,THE LIVING WORLD,100,145
2025-06-07 15:00:00,SOUTH GATE,70,143
2025-06-07 15:00:00,THE LIVING WORLD,105,177
2025-06-07 15:15:00,SOUTH GATE,97,178
2025-06-07 15:15:00,THE LIVING WORLD,150,218
2025-06-07 15:30:00,SOUTH GATE,85,150
2025-06-07 15:30:00,THE LIVING WORLD,116,197
2025-06-07 15:45:00,SOUTH GATE,58,230
2025-06-07 15:45:00,THE LIVING WORLD,112,244
2025-06-07 16:00:00,SOUTH GATE,84,194
2025-06-07 16:00:00,THE LIVING WORLD,104,233
2025-06-07 16:15:00,SOUTH GATE,39,139
2025-06-07 16:15:00,THE LIVING WORLD,92,204
2025-06-07 16:30:00,SOUTH GATE,38,131
2025-06-07 16:30:00,THE LIVING WORLD,122,175
2025-06-07 16:45:00,SOUTH GATE,41,75
2025-06-07 16:45:00,THE LIVING WORLD,65,231
2025-06-07 17:00:00,SOUTH GATE,40,133
2025-06-07 17:00:00,THE LIVING WORLD,52,214
2025-06-07 17:15:00,SOUTH GATE,10,131
2025-06-07 17:15:00,THE LIVING WORLD,44,188
2025-06-07 17:30:00,SOUTH GATE,15,172
2025-06-07 17:30:00,THE LIVING WORLD,20,203
2025-06-07 17:45:00,SOUTH GATE,21,231
2025-06-07 17:45:00,THE LIVING WORLD,39,326
2025-06-07 18:00:00,SOUTH GATE,25,170
2025-06-07 18:00:00,THE LIVING WORLD,19,242
2025-06-07 18:15:00,SOUTH GATE,10,30
2025-06-07 18:15:00,THE LIVING WORLD,8,71
2025-06-07 18:30:00,SOUTH GATE,5,4
2025-06-07 18:30:00,THE LIVING WORLD,0,15
2025-06-07 18:45:00,THE LIVING WORLD,0,4
2025-06-07 19:00:00,SOUTH GATE,1,2
2025-06-07 19:00:00,THE LIVING WORLD,0,1
2025-06-07 19:15:00,SOUTH GATE,0,1
2025-06-08 08:45:00,SOUTH GATE,185,9
2025-06-08 08:45:00,THE LIVING WORLD,168,6
2025-06-08 09:00:00,SOUTH GATE,207,1
2025-06-08 09:00:00,THE LIVING WORLD,177,12
2025-06-08 09:15:00,SOUTH GATE,267,13
2025-06-08 09:15:00,THE LIVING WORLD,218,8
2025-06-08 09:30:00,SOUTH GATE,310,14
2025-06-08 09:30:00,THE LIVING WORLD,316,3
2025-06-08 09:45:00,SOUTH GATE,318,21
2025-06-08 09:45:00,THE LIVING WORLD,265,26
2025-06-08 10:00:00,SOUTH GATE,314,31
2025-06-08 10:00:00,THE LIVING WORLD,285,46
2025-06-08 10:15:00,SOUTH GATE,310,47
2025-06-08 10:15:00,THE LIVING WORLD,257,64
2025-06-08 10:30:00,SOUTH GATE,337,68
2025-06-08 10:30:00,THE LIVING WORLD,318,73
2025-06-08 10:45:00,SOUTH GATE,352,67
2025-06-08 10:45:00,THE LIVING WORLD,189,103
2025-06-08 11:00:00,SOUTH GATE,386,121
2025-06-08 11:00:00,THE LIVING WORLD,235,88
2025-06-08 11:15:00,SOUTH GATE,399,140
2025-06-08 11:15:00,THE LIVING WORLD,185,109
2025-06-08 11:30:00,SOUTH GATE,352,151
2025-06-08 11:30:00,THE LIVING WORLD,161,181
2025-06-08 11:45:00,SOUTH GATE,257,150
2025-06-08 11:45:00,THE LIVING WORLD,311,183
2025-06-08 12:00:00,SOUTH GATE,228,178
2025-06-08 12:00:00,THE LIVING WORLD,228,229
2025-06-08 12:15:00,SOUTH GATE,181,214
2025-06-08 12:15:00,THE LIVING WORLD,303,266
2025-06-08 12:30:00,SOUTH GATE,270,211
2025-06-08 12:30:00,THE LIVING WORLD,317,182
2025-06-08 12:45:00,SOUTH GATE,263,219
2025-06-08 12:45:00,THE LIVING WORLD,261,231
2025-06-08 13:00:00,SOUTH GATE,330,188
2025-06-08 13:00:00,THE LIVING WORLD,212,252
2025-06-08 13:15:00,SOUTH GATE,277,238
2025-06-08 13:15:00,THE LIVING WORLD,192,324
2025-06-08 13:30:00,SOUTH GATE,266,297
2025-06-08 13:30:00,THE LIVING WORLD,205,299
2025-06-08 13:45:00,SOUTH GATE,252,254
2025-06-08 13:45:00,THE LIVING WORLD,260,255
2025-06-08 14:00:00,SOUTH GATE,287,246
2025-06-08 14:00:00,THE LIVING WORLD,323,387
2025-06-08 14:15:00,SOUTH GATE,284,347
2025-06-08 14:15:00,THE LIVING WORLD,251,347
2025-06-08 14:30:00,SOUTH GATE,223,326
2025-06-08 14:30:00,THE LIVING WORLD,277,290
2025-06-08 14:45:00,SOUTH GATE,125,311
2025-06-08 14:45:00,THE LIVING WORLD,243,284
2025-06-08 15:00:00,SOUTH GATE,161,324
2025-06-08 15:00:00,THE LIVING WORLD,248,307
2025-06-08 15:15:00,SOUTH GATE,121,333
2025-06-08 15:15:00,THE LIVING WORLD,174,273
2025-06-08 15:30:00,SOUTH GATE,139,367
2025-06-08 15:30:00,THE LIVING WORLD,169,195
2025-06-08 15:45:00,SOUTH GATE,55,327
2025-06-08 15:45:00,THE LIVING WORLD,183,368
2025-06-08 16:00:00,SOUTH GATE,40,290
2025-06-08 16:00:00,THE LIVING WORLD,133,392
2025-06-08 16:15:00,SOUTH GATE,39,300
2025-06-08 16:15:00,THE LIVING WORLD,70,322
2025-06-08 16:30:00,SOUTH GATE,27,405
2025-06-08 16:30:00,THE LIVING WORLD,71,398
2025-06-08 16:45:00,SOUTH GATE,28,496
2025-06-08 16:45:00,THE LIVING WORLD,19,484
2025-06-08 17:00:00,SOUTH GATE,17,395
2025-06-08 17:00:00,THE LIVING WORLD,42,669
2025-06-08 17:15:00,SOUTH GATE,4,212
2025-06-08 17:15:00,THE LIVING WORLD,14,238
2025-06-08 17:30:00,SOUTH GATE,3,13
2025-06-08 17:30:00,THE LIVING WORLD,8,44
2025-06-08 17:45:00,SOUTH GATE,17,9
2025-06-08 17:45:00,THE LIVING WORLD,0,7
2025-06-08 18:00:00,SOUTH GATE,42,4
2025-06-08 18:00:00,THE LIVING WORLD,0,1
2025-06-08 18:15:00,SOUTH GATE,84,1
2025-06-08 18:15:00,THE LIVING WORLD,1,2
2025-06-08 18:30:00,SOUTH GATE,94,2
2025-06-08 18:45:00,SOUTH GATE,21,4
2025-06-08 18:45:00,THE LIVING WORLD,0,1
2025-06-08 19:00:00,SOUTH GATE,6,1
2025-06-08 19:00:00,THE LIVING WORLD,0,2
2025-06-08 19:15:00,SOUTH GATE,1,2
2025-06-08 19:30:00,SOUTH GATE,0,11
2025-06-08 19:30:00,THE LIVING WORLD,0,2
2025-06-08 19:45:00,SOUTH GATE,0,2
2025-06-09 08:45:00,SOUTH GATE,130,25
2025-06-09 08:45:00,THE LIVING WORLD,136,12
2025-06-09 09:00:00,SOUTH GATE,137,10
2025-06-09 09:00:00,THE LIVING WORLD,142,13
2025-06-09 09:15:00,SOUTH GATE,186,11
2025-06-09 09:15:00,THE LIVING WORLD,181,7
2025-06-09 09:30:00,SOUTH GATE,218,11
2025-06-09 09:30:00,THE LIVING WORLD,177,16
2025-06-09 09:45:00,SOUTH GATE,261,18
2025-06-09 09:45:00,THE LIVING WORLD,235,23
2025-06-09 10:00:00,SOUTH GATE,235,19
2025-06-09 10:00:00,THE LIVING WORLD,211,22
2025-06-09 10:15:00,SOUTH GATE,219,13
2025-06-09 10:15:00,THE LIVING WORLD,221,23
2025-06-09 10:30:00,SOUTH GATE,247,26
2025-06-09 10:30:00,THE LIVING WORLD,143,33
2025-06-09 10:45:00,SOUTH GATE,356,39
2025-06-09 10:45:00,THE LIVING WORLD,161,50
2025-06-09 11:00:00,SOUTH GATE,272,47
2025-06-09 11:00:00,THE LIVING WORLD,179,91
2025-06-09 11:15:00,SOUTH GATE,323,64
2025-06-09 11:15:00,THE LIVING WORLD,113,106
2025-06-09 11:30:00,SOUTH GATE,176,70
2025-06-09 11:30:00,THE LIVING WORLD,144,87
2025-06-09 11:45:00,SOUTH GATE,131,91
2025-06-09 11:45:00,THE LIVING WORLD,158,145
2025-06-09 12:00:00,SOUTH GATE,173,138
2025-06-09 12:00:00,THE LIVING WORLD,141,126
2025-06-09 12:15:00,SOUTH GATE,213,136
2025-06-09 12:15:00,THE LIVING WORLD,194,163
2025-06-09 12:30:00,SOUTH GATE,210,155
2025-06-09 12:30:00,THE LIVING WORLD,251,234
2025-06-09 12:45:00,SOUTH GATE,139,139
2025-06-09 12:45:00,THE LIVING WORLD,185,202
2025-06-09 13:00:00,SOUTH GATE,105,175
2025-06-09 13:00:00,THE LIVING WORLD,166,222
2025-06-09 13:15:00,SOUTH GATE,139,147
2025-06-09 13:15:00,THE LIVING WORLD,171,163
2025-06-09 13:30:00,SOUTH GATE,77,248
2025-06-09 13:30:00,THE LIVING WORLD,219,220
2025-06-09 13:45:00,SOUTH GATE,121,246
2025-06-09 13:45:00,THE LIVING WORLD,182,245
2025-06-09 14:00:00,SOUTH GATE,119,202
2025-06-09 14:00:00,THE LIVING WORLD,190,252
2025-06-09 14:15:00,SOUTH GATE,82,249
2025-06-09 14:15:00,THE LIVING WORLD,151,244
2025-06-09 14:30:00,SOUTH GATE,91,195
2025-06-09 14:30:00,THE LIVING WORLD,148,177
2025-06-09 14:45:00,SOUTH GATE,74,198
2025-06-09 14:45:00,THE LIVING WORLD,168,254
2025-06-09 15:00:00,SOUTH GATE,46,194
2025-06-09 15:00:00,THE LIVING WORLD,113,265
2025-06-09 15:15:00,SOUTH GATE,43,228
2025-06-09 15:15:00,THE LIVING WORLD,106,232
2025-06-09 15:30:00,SOUTH GATE,42,213
2025-06-09 15:30:00,THE LIVING WORLD,123,241
2025-06-09 15:45:00,SOUTH GATE,34,179
2025-06-09 15:45:00,THE LIVING WORLD,97,218
2025-06-09 16:00:00,SOUTH GATE,14,193
2025-06-09 16:00:00,THE LIVING WORLD,96,243
2025-06-09 16:15:00,SOUTH GATE,30,158
2025-06-09 16:15:00,THE LIVING WORLD,35,237
2025-06-09 16:30:00,SOUTH GATE,17,252
2025-06-09 16:30:00,THE LIVING WORLD,27,278
2025-06-09 16:45:00,SOUTH GATE,10,211
2025-06-09 16:45:00,THE LIVING WORLD,32,380
2025-06-09 17:00:00,SOUTH GATE,16,186
2025-06-09 17:00:00,THE LIVING WORLD,29,376
2025-06-09 17:15:00,SOUTH GATE,6,21
2025-06-09 17:15:00,THE LIVING WORLD,20,111
2025-06-09 17:30:00,SOUTH GATE,3,8
2025-06-09 17:30:00,THE LIVING WORLD,2,43
2025-06-09 17:45:00,SOUTH GATE,0,2
2025-06-09 17:45:00,THE LIVING WORLD,2,7
2025-06-09 18:15:00,SOUTH GATE,0,1
2025-06-09 18:15:00,THE LIVING WORLD,0,2
2025-06-09 18:45:00,SOUTH GATE,0,1
2025-06-09 19:00:00,SOUTH GATE,0,20
2025-06-09 19:00:00,THE LIVING WORLD,0,1
2025-06-09 19:15:00,SOUTH GATE,19,2
2025-06-10 08:45:00,SOUTH GATE,88,7
2025-06-10 08:45:00,THE LIVING WORLD,154,16
2025-06-10 09:00:00,SOUTH GATE,212,7
2025-06-10 09:00:00,THE LIVING WORLD,192,13
2025-06-10 09:15:00,SOUTH GATE,258,6
2025-06-10 09:15:00,THE LIVING WORLD,235,18
2025-06-10 09:30:00,SOUTH GATE,300,4
2025-06-10 09:30:00,THE LIVING WORLD,250,29
2025-06-10 09:45:00,SOUTH GATE,307,11
2025-06-10 09:45:00,THE LIVING WORLD,253,23
2025-06-10 10:00:00,SOUTH GATE,252,20
2025-06-10 10:00:00,THE LIVING WORLD,302,13
2025-06-10 10:15:00,SOUTH GATE,243,21
2025-06-10 10:15:00,THE LIVING WORLD,255,26
2025-06-10 10:30:00,SOUTH GATE,303,27
2025-06-10 10:30:00,THE LIVING WORLD,177,36
2025-06-10 10:45:00,SOUTH GATE,377,42
2025-06-10 10:45:00,THE LIVING WORLD,112,56
2025-06-10 11:00:00,SOUTH GATE,205,47
2025-06-10 11:00:00,THE LIVING WORLD,205,125
2025-06-10 11:15:00,SOUTH GATE,107,71
2025-06-10 11:15:00,THE LIVING WORLD,167,122
2025-06-10 11:30:00,SOUTH GATE,238,97
2025-06-10 11:30:00,THE LIVING WORLD,258,179
2025-06-10 11:45:00,SOUTH GATE,73,63
2025-06-10 11:45:00,THE LIVING WORLD,121,166
2025-06-10 12:00:00,SOUTH GATE,148,148
2025-06-10 12:00:00,THE LIVING WORLD,274,195
2025-06-10 12:15:00,SOUTH GATE,174,164
2025-06-10 12:15:00,THE LIVING WORLD,161,198
2025-06-10 12:30:00,SOUTH GATE,158,224
2025-06-10 12:30:00,THE LIVING WORLD,160,242
2025-06-10 12:45:00,SOUTH GATE,152,227
2025-06-10 12:45:00,THE LIVING WORLD,163,175
2025-06-10 13:00:00,SOUTH GATE,150,145
2025-06-10 13:00:00,THE LIVING WORLD,157,114
2025-06-10 13:15:00,SOUTH GATE,99,173
2025-06-10 13:15:00,THE LIVING WORLD,165,208
2025-06-10 13:30:00,SOUTH GATE,109,182
2025-06-10 13:30:00,THE LIVING WORLD,145,201
2025-06-10 13:45:00,SOUTH GATE,74,159
2025-06-10 13:45:00,THE LIVING WORLD,137,173
2025-06-10 14:00:00,SOUTH GATE,111,187
2025-06-10 14:00:00,THE LIVING WORLD,169,313
2025-06-10 14:15:00,SOUTH GATE,82,196
2025-06-10 14:15:00,THE LIVING WORLD,121,200
2025-06-10 14:30:00,SOUTH GATE,106,217
2025-06-10 14:30:00,THE LIVING WORLD,116,207
2025-06-10 14:45:00,SOUTH GATE,66,229
2025-06-10 14:45:00,THE LIVING WORLD,120,332
2025-06-10 15:00:00,SOUTH GATE,46,172
2025-06-10 15:00:00,THE LIVING WORLD,106,265
2025-06-10 15:15:00,SOUTH GATE,54,199
2025-06-10 15:15:00,THE LIVING WORLD,90,242
2025-06-10 15:30:00,SOUTH GATE,38,195
2025-06-10 15:30:00,THE LIVING WORLD,74,201
2025-06-10 15:45:00,SOUTH GATE,31,139
2025-06-10 15:45:00,THE LIVING WORLD,81,182
2025-06-10 16:00:00,SOUTH GATE,12,129
2025-06-10 16:00:00,THE LIVING WORLD,91,205
2025-06-10 16:15:00,SOUTH GATE,20,165
2025-06-10 16:15:00,THE LIVING WORLD,29,189
2025-06-10 16:30:00,SOUTH GATE,10,227
2025-06-10 16:30:00,THE LIVING WORLD,30,250
2025-06-10 16:45:00,SOUTH GATE,9,212
2025-06-10 16:45:00,THE LIVING WORLD,17,355
2025-06-10 17:00:00,SOUTH GATE,5,153
2025-06-10 17:00:00,THE LIVING WORLD,19,338
2025-06-10 17:15:00,SOUTH GATE,1,53
2025-06-10 17:15:00,THE LIVING WORLD,2,107
2025-06-10 17:30:00,SOUTH GATE,3,5
2025-06-10 17:30:00,THE LIVING WORLD,2,19
2025-06-10 17:45:00,SOUTH GATE,0,1
2025-06-10 17:45:00,THE LIVING WORLD,0,6
2025-06-10 18:00:00,SOUTH GATE,0,3
2025-06-10 18:00:00,THE LIVING WORLD,0,5
2025-06-10 18:15:00,SOUTH GATE,1,1
2025-06-10 18:15:00,THE LIVING WORLD,1,1
2025-06-10 19:00:00,THE LIVING WORLD,0,2
2025-06-10 19:15:00,SOUTH GATE,0,1
2025-06-11 08:45:00,SOUTH GATE,106,6
2025-06-11 08:45:00,THE LIVING WORLD,96,11
2025-06-11 09:00:00,SOUTH GATE,138,5
2025-06-11 09:00:00,THE LIVING WORLD,130,8
2025-06-11 09:15:00,SOUTH GATE,229,3
2025-06-11 09:15:00,THE LIVING WORLD,179,20
2025-06-11 09:30:00,SOUTH GATE,177,10
2025-06-11 09:30:00,THE LIVING WORLD,187,7
2025-06-11 09:45:00,SOUTH GATE,297,22
2025-06-11 09:45:00,THE LIVING WORLD,243,26
2025-06-11 10:00:00,SOUTH GATE,225,43
2025-06-11 10:00:00,THE LIVING WORLD,224,28
2025-06-11 10:15:00,SOUTH GATE,182,35
2025-06-11 10:15:00,THE LIVING WORLD,320,28
2025-06-11 10:30:00,SOUTH GATE,227,17
2025-06-11 10:30:00,THE LIVING WORLD,437,43
2025-06-11 10:45:00,SOUTH GATE,178,56
2025-06-11 10:45:00,THE LIVING WORLD,287,104
2025-06-11 11:00:00,SOUTH GATE,283,51
2025-06-11 11:00:00,THE LIVING WORLD,252,104
2025-06-11 11:15:00,SOUTH GATE,162,73
2025-06-11 11:15:00,THE LIVING WORLD,154,109
2025-06-11 11:30:00,SOUTH GATE,140,107
2025-06-11 11:30:00,THE LIVING WORLD,179,185
2025-06-11 11:45:00,SOUTH GATE,117,144
2025-06-11 11:45:00,THE LIVING WORLD,123,157
2025-06-11 12:00:00,SOUTH GATE,154,106
2025-06-11 12:00:00,THE LIVING WORLD,284,137
2025-06-11 12:15:00,SOUTH GATE,115,128
2025-06-11 12:15:00,THE LIVING WORLD,110,163
2025-06-11 12:30:00,SOUTH GATE,96,74
2025-06-11 12:30:00,THE LIVING WORLD,129,211
2025-06-11 12:45:00,SOUTH GATE,109,174
2025-06-11 12:45:00,THE LIVING WORLD,151,337
2025-06-11 13:00:00,SOUTH GATE,89,136
2025-06-11 13:00:00,THE LIVING WORLD,127,364
2025-06-11 13:15:00,SOUTH GATE,49,152
2025-06-11 13:15:00,THE LIVING WORLD,134,279
2025-06-11 13:30:00,SOUTH GATE,61,157
2025-06-11 13:30:00,THE LIVING WORLD,143,253
2025-06-11 13:45:00,SOUTH GATE,86,153
2025-06-11 13:45:00,THE LIVING WORLD,113,281
2025-06-11 14:00:00,SOUTH GATE,64,142
2025-06-11 14:00:00,THE LIVING WORLD,109,182
2025-06-11 14:15:00,SOUTH GATE,69,141
2025-06-11 14:15:00,THE LIVING WORLD,103,398
2025-06-11 14:30:00,SOUTH GATE,80,143
2025-06-11 14:30:00,THE LIVING WORLD,113,258
2025-06-11 14:45:00,SOUTH GATE,37,126
2025-06-11 14:45:00,THE LIVING WORLD,91,192
2025-06-11 15:00:00,SOUTH GATE,58,124
2025-06-11 15:00:00,THE LIVING WORLD,124,224
2025-06-11 15:15:00,SOUTH GATE,38,147
